ref,citation_0,citation_1,citation_2,citation_3,citation_4,citation_5,citation_6,citation_7,citation_8,citation_9,citation_10,citation_11,citation_12,citation_13,citation_14,citation_15,citation_16,citation_17,citation_18,citation_19,citation_20
reference_155,4.272134248076889,3.3359400495027134,3.3944236883310923,4.091584749229534,3.263044582942411,3.4197430223258256,2.873526249581027,3.097724200054394,3.3749206636299753,3.300171915852695,3.155698786012654,3.560797834921536,3.420079046702068,2.8975978651355425,3.3940967474913055,3.633330880495339,4.051482139864386,3.3349637801425027,2.8321027813925617,3.116887892108538,3.554595804921704
reference_156,4.20383506472654,3.4591350406980923,3.501160139429295,4.143778987946942,3.323622728107541,3.6673158738462526,3.2111949966264524,3.1066815573314766,3.4572955768003455,3.2806223766041445,3.0443097902077723,3.6159735118284324,3.7654417490218655,3.2301589106940645,3.49697117392665,3.6918636201784034,4.062765018211397,3.6024548483293053,3.071367733297183,3.6045826714657716,3.788674402447081
reference_157,4.3007405598624695,3.517157514659287,3.599235966085492,4.180583443953879,3.411069410645053,3.730190745776855,3.2951599740952005,3.194972958165439,3.570412217110195,3.5357517898395225,3.1589275294239028,3.6740459223556963,3.8086243729627016,3.263265001090748,3.5529736688166347,3.795369712842907,4.18069511010707,3.6427841102010423,3.228154797481291,3.7095437785853984,3.8606481086082605
reference_158,4.379155499694872,3.8184980940477704,3.8572998709309787,4.071761016051912,3.740206173077488,3.6662073855346295,3.5192292389662807,3.842419577266133,3.552528869047813,3.767072110568289,3.7180922471295506,3.702007099394725,3.8499607362364374,3.478196944441541,3.7796259780984554,3.7311180827332144,4.234776103698704,3.5735458037948007,3.552830660044275,3.6967655330535654,3.815429458448725
reference_159,4.550547551465327,3.8592669685020615,3.831870171332053,4.2679916640625,3.7634800124945667,3.34558738852457,3.576564366021264,3.811266899742143,3.6652876179444096,3.8580737427521496,3.842362474105954,3.9177999032735826,3.793811718362121,3.5446459077507257,3.879367451706293,3.9991445128055454,4.420777116409766,3.852578949828606,3.62040908115145,3.8791984623726825,4.046853087088198
reference_160,4.664664121634134,4.114507532450907,4.217990042236906,4.244875359376669,4.020709810381876,3.920188292339371,3.9163220382099153,4.113466571516684,3.9132450437739372,4.069721500736754,4.026101599678159,4.058084815851152,3.899338699359808,3.8009996065514087,4.027995121388269,4.087862605420722,4.507895659066393,3.987197685400501,3.898761529950333,4.002996498114109,4.089048085003853
reference_161,4.414307843296666,3.859133680269472,3.9218425353263733,4.170442429684639,3.737393067314007,3.73514180887863,3.676817098077774,3.9020448143617585,3.654046050645491,3.8433150302130774,3.7886517326706173,3.8259030234160427,3.6538732596058505,3.532897514862138,3.762275406477167,3.86799864267305,4.216510797576877,3.4687603722708498,3.644413942587662,3.7112006055496485,3.841826206653094
reference_162,4.252879848296929,3.712902582492067,3.704279135134838,4.110877224034786,3.6236969496637284,4.0622988168031675,3.4843662660667425,3.3292088262032262,3.63576089498925,3.789398993179282,3.8622229745071532,3.90677675231266,4.023856607129519,3.5616689628906544,3.7298502542212897,4.03520983972015,4.320452293709646,3.9642421740765017,3.435220017417908,3.9776482568952445,4.077978137977571
reference_163,4.006511052490678,3.2606233252899726,3.3562534180469554,3.857845727328814,3.1304144114229313,3.505363165526682,3.050525150366851,3.012236864115581,3.4094405150056106,3.165832456999214,3.487300488763427,3.5725145372164935,3.671328942879948,3.138077324873555,3.3271424900454427,3.5842851216056943,3.873258553169866,3.513124850631455,3.0753453668906063,3.3395892591561083,3.6522161468811967
reference_164,4.443588551524036,3.71549445604603,3.8774657192531783,4.167328333583069,3.7835270015885705,3.710143597064327,3.58173269567194,2.4705920212084362,3.563614063230124,3.824999852935041,3.7634684939732552,3.711888610155344,3.1843751344595836,3.4761831265027525,3.443798874101805,3.7922720592033357,4.302710374568626,3.752771190214535,3.608876625800657,3.002856829157434,3.6695969796583947
reference_165,4.024459412670904,3.4797243802226085,3.5264228093215713,3.652081752015352,3.3923120634444612,3.3518744452347935,3.162474373550463,3.4808121622145802,3.207882629064695,3.380602342333228,3.351151694036901,3.3899681845242977,3.5233084469389784,3.1190827804670334,3.4473413581090138,3.406640812524403,3.866083697400089,3.1793240961002183,3.188599466044331,3.305127464552948,3.4579823141281603
reference_166,4.34057790131861,3.5284012847644273,3.569954582756101,4.129199169954908,3.6472030943892846,3.6062259687497193,3.570707147513855,3.7067873339012367,3.561916866857973,3.6679736474252636,3.677199920830479,3.6457336995324163,3.633919678029604,2.894374534099617,3.5304472028254104,3.766260991978812,4.109809272805638,3.5374478498507687,3.5771574866614353,3.5078410597335723,3.535521757470858
reference_167,4.310131773888617,3.3339041591498537,3.3740056115723402,4.028588865243813,3.249952858410102,3.402894168023001,3.41745993690365,3.3761955357259192,3.4839892338348424,3.6587208172224583,3.484365965274878,3.367006303155829,3.2675772666838907,3.1308907437545344,3.3313565119507533,3.6667737428331497,4.1645471992525795,3.4913418223549018,3.1867096079509416,3.2159919275547497,3.4976068377229566
reference_168,4.151694799600339,3.3873438347157814,3.4518700273626455,4.11333599765645,3.1012095018846026,3.298171083369515,3.298073476064884,3.519556112272412,3.320439999396403,3.440951769661731,3.3889021957183463,3.357956257420621,3.440542664182491,2.832752299054009,3.2937550917468044,3.4022243249795023,4.029872855912056,3.4643849258176047,2.913320517994786,3.558537309651984,3.5776421867229846
reference_169,4.27453173997437,3.349970674708414,3.112532054953371,4.1457741725736845,2.9598413022742935,3.5939231659507342,3.0712330183609526,2.8394591590623253,3.2137640326225836,3.263231461169499,3.557493936486341,3.6169770400676806,3.0798940348111543,2.993599714937779,3.143999762866149,3.709523357591551,4.097199033818426,3.4399025063119146,2.8473774831196006,2.898356191183339,3.488461351384742
reference_170,4.074141871509086,3.2765397315500064,3.2693078278680474,4.011154361664207,3.1282826998920465,3.413779351816887,2.5824560746337153,2.9978301126766294,3.15972907896144,3.0591015616579447,3.3936481404795296,3.507763219714637,3.597767498713436,3.0061274691362203,3.331805882956497,3.5526206979145005,3.9728557198394503,3.256395228717914,2.959521538977569,3.2862044922973883,3.617767909059966
reference_171,4.298755885811472,3.6131796191198466,3.7191383522323855,3.875117806289673,3.581317684072907,2.635799169647515,3.563349639526999,3.6934402449834662,3.5113086008567524,3.581381209059935,3.645563404603958,3.7261304744428396,3.799489695284968,3.396237512827635,3.6838411955911132,3.690315481194881,4.120023239835111,3.4898632912829117,3.451894628770817,3.5648647628159007,3.685631679087192
reference_172,4.4526807501613686,3.846637458261931,4.089014586194056,4.384023846315622,3.922017398867545,3.822116791060639,3.919091241779709,4.138009010100583,3.877051119165439,3.933642396067354,3.9462393947706222,3.304672694148302,4.091541784137292,3.7957615860159994,3.85361353530359,4.05308504695111,4.306745380761912,3.8993321733218544,3.8342389405444863,4.023922851998866,4.012428079377502
reference_173,4.6036523878963145,3.766476844782235,3.8498784638170083,4.353754707872455,3.3287850187507546,3.433029589422831,3.469875414551471,3.7784378988377787,3.813882912712201,3.8092583106290636,3.8590574507874917,3.91883954618528,3.502889238879705,3.4749689054829105,3.623161273907348,3.925984913853265,4.443457604731029,3.9846253613961555,3.173431967649566,3.9619364001191446,4.012425740559173
reference_174,4.56156206839947,3.86869864902316,4.060437399123065,4.29467743154225,3.936352949094383,3.841321350586357,3.770348730503707,3.518369554544071,3.798207372543985,3.9730120669487223,3.79204292600489,3.8750768427520237,3.1113536507864534,3.7219878313955133,3.7978544086985915,3.9662398821307194,4.412100663799224,3.8873159812868443,3.8115960776321094,3.4164079920663757,3.7513063264591073
reference_175,4.3441114720402965,3.669414104557039,3.7588747522326083,3.70526457644558,3.283958592561747,3.5081815444810025,3.428481005511046,3.7155276971366518,3.469391567032878,3.6499689898427032,3.5958035495281218,3.656320864574373,3.8115336305427547,3.3412491889157474,3.682701631110458,3.6668420957025316,4.083485055180116,3.476402685968494,3.4608332136631015,3.443862250265319,3.7057139538788793
reference_176,4.433644106363221,3.739852590777847,3.927281198177444,4.154019104259542,3.7874081848211882,3.69551057403651,3.6359445940244206,3.276832949133662,3.6618428966234156,3.843597175240743,3.698282813950596,3.7537346128343643,2.931166233551686,3.579603152998092,3.6628835643692677,3.827750235263141,4.291684223334837,3.7061318988316714,3.6311911180723007,3.16184220300732,3.5945510047270113
reference_177,4.0872034437391145,3.681363555255572,3.6988322739478683,4.056034413847522,3.643688763636977,3.568721001910421,3.484459783139497,3.7541575462505916,3.3407038657510575,3.320570613516841,3.568379147850373,3.6150084270810816,3.690051284307978,3.4105308205500053,3.570693039748255,3.6270271604013584,3.9191365969008514,3.3629384459503866,3.3759753575651974,3.5629738194444855,3.5247638877339327
reference_178,4.276490576775772,3.095616295119592,3.5151398124858737,4.072633359154277,3.3560922040891588,3.567081256893861,3.2949233910224613,3.309815521225458,3.5280420859506036,3.317445828634331,3.6100875520401243,3.293463323042184,3.4859807004699133,3.0052333068150525,3.2799220333146675,3.688621094935373,3.9765402219029236,3.5183556769053737,3.2131425697250533,3.424845265454203,3.3841174057090524
reference_179,4.312302328506461,3.585177047783331,3.7838124401676203,4.1828165697313375,3.628233637274948,3.604685998834381,3.593984645660605,3.8688063273060966,3.477162528763877,3.6785318050266356,3.65426411870227,3.0718196705829635,3.897091008610057,3.4626256109580513,3.7495774282989065,3.7912572065824874,4.137756927050573,3.6157020145850023,3.5807550197734757,3.8022585964691067,3.8221468371200924
reference_180,4.284996715272669,3.5259468559528147,3.6609997128869227,3.8028087942863333,3.5591066169654755,3.4415102489937395,3.5937882042525664,3.1804475877204856,3.4169814372020935,3.6191442803390848,3.610035097543328,3.6782888808021053,3.3362879780565864,3.438849467918474,3.456214348990483,3.759729904394602,4.102331980226295,3.54013270326169,3.516501418148431,2.905778568014765,3.4461944815580052
reference_181,4.0733271569153136,3.6617220849182743,3.7335634693988515,3.997302603432177,3.57635842633729,3.4549288552626605,3.4732464839107657,3.7519918894527673,3.526592819159142,3.611648039146886,3.5607509508148514,3.637075328304919,3.7926484281732176,3.3886782976022567,3.527965038071269,3.6631738015002897,3.9509344345883637,3.535886726634999,3.5307354206706125,3.5121380629993784,3.6032531622010113
reference_182,4.274245682407543,3.3565416777553416,3.4103020498062455,4.065511902327617,3.3986050285181726,3.4122382883115914,3.2348582099860566,3.480474393089399,3.4553570758039522,3.3954322391800384,3.5629582295323434,3.6437849833921465,3.5886027642751825,3.04212372857419,3.32042539330462,3.6362475151931166,4.096691067661055,3.4227804636468933,3.170245830237114,3.4939666542762122,3.5496359688358248
reference_183,4.39422928659955,2.995696051067198,3.5223459864733,4.060633468647595,3.0939528192095733,3.596955574663915,2.9839498351668787,3.2411984858766725,3.604418403313761,3.5099987048254433,3.6490768536198295,3.668223376588075,3.2737881180138872,3.1757574857846063,3.017520465080262,3.6748258641455096,3.7207357966638273,3.54420287714033,3.2610164712151963,3.1380181113910366,3.4478208595092172
reference_184,4.336003031723727,3.6029249103261987,3.7915731075035257,4.018216739863579,3.648241955775903,3.544450015254509,3.0883136695781737,3.2436913972359616,3.5005730227810794,3.6858788209631195,3.6008992220357583,3.639696987836931,3.3288816099257676,3.3564791458134087,3.508247466675384,3.673502312204917,4.197821811463731,3.497159851387277,3.5044988978983294,2.9610978825068557,3.4777186879760955
reference_185,4.528356798704414,3.797326834190793,4.017650943857416,4.182437075015058,3.90079117972524,3.808583124208459,3.727822176237713,2.816157917887269,3.725245954950981,3.9116951181206456,3.813645336519544,3.886803858209086,3.2034614209955485,3.6243930721025004,3.511624400225425,3.8948069198768245,4.363877297070225,3.7961330459688356,3.8054246986901856,3.2704827816998248,3.7613583285919323
reference_186,4.1858072083741495,3.3721718433172305,3.495906667645231,4.079634828402111,3.4104400058448223,3.465942285972301,3.350269023370573,3.3951252856190797,3.4204422376530896,3.267044184310804,3.5419728247089663,3.6792062879012657,3.2271893417806305,3.1978497263913526,3.284409367777089,3.6453567034851866,3.956334452367166,3.3766943812588166,3.330988832213717,3.262739152470089,3.4290343428142567
reference_187,4.517825235176387,4.061684667828976,4.1824752830550995,4.361285464791321,4.137286314115988,4.193852291231441,3.943796895457959,3.5485070887980883,3.9124586206711256,4.138795980425189,4.073936855854642,4.061890253493007,3.794441137091499,3.959900075476748,4.007198756478648,4.172790578189414,4.494675169891485,4.071556327350157,3.9780548789689516,3.0535346693016328,4.031704133097225
reference_188,4.1969216598241115,3.4361395460566246,3.496644055177677,4.14560225782913,2.750801923701362,3.569606252910534,3.196146228813297,3.4918678398218215,3.4205630826390525,3.391835005197188,3.508486321198225,3.450063092101008,3.505482197296961,3.174493933105767,3.2525838145087556,3.649309239736934,4.055305436889767,3.4429157139638065,2.854423265671659,3.5442043508279264,3.6309218680372237
reference_189,4.3567366209837495,3.7483762067800845,3.912227149285443,4.309887962712638,3.775606627390584,3.3032074577160064,3.6752174396890624,3.9414627386443573,3.7263936582274146,3.6735973233516592,3.666031389372247,3.794780679202457,3.958285461460564,3.6160100263789703,3.839404328434495,3.8061666907130696,4.208064470789178,3.603216469968027,3.573385781996438,3.802759808427534,3.8179203004537756
reference_190,4.107804236773103,3.2416387057116727,3.3341832726755856,3.954876264404297,2.488505679452511,3.40396483117064,2.8596521705949782,3.236609049904645,3.2743876212105936,3.2568780665709034,3.30903996688968,3.297360696630669,3.380272314372435,2.9795578624425714,3.1448552191084644,3.4838529068319604,3.9563910322906914,3.25965464851669,2.568128422515869,3.4048521639651548,3.478838479008485
reference_191,4.392809230586674,3.6840128499652884,3.285673178160074,4.011867163327312,3.745968440032315,3.6135486307631077,3.5354055174267773,3.0188764120792846,2.955410340164127,3.2124263833598192,3.681967279099488,3.696539637680459,3.4370822019187313,3.4058519121512827,3.2584720335772412,3.788042566591437,4.197990218570615,3.6936255892444487,3.528771964993429,2.900098700878433,3.378636943153417
reference_192,4.415708960597428,3.623406967471743,3.761559365465497,4.158007210742823,2.855644469997256,3.63455399921226,3.4663737167655033,3.817924065630056,3.548794457148044,3.78438233371992,3.6342239239615584,3.5802226236633916,3.445387420921254,3.410591868382411,3.543927141989008,3.6828997483280577,4.207470121457002,3.628245009587671,3.139291548701591,3.7496665908319224,3.838781821645431
reference_193,4.254650560852299,3.742110174712565,3.6598217136270277,3.927671224520564,3.601928116524193,3.52456429044261,3.2391847540414336,3.758969027033157,3.33088447421163,3.4292266733825927,3.5170111800979376,3.564352827427983,3.715827925004618,3.331028579446673,3.5994838223672385,3.5989293201548755,3.9985136863024286,3.388632130018558,3.3151545094578037,3.4492055025556114,3.6639170339867175
reference_194,4.206825010446745,3.1542326058628776,3.331207286309779,3.9155292811952114,3.178813644877834,3.4012002381218402,2.903288192496299,3.2245012708362344,3.3185042533127485,3.2405714308777127,3.370044132533062,3.4740410827149635,3.6335323169146765,2.6005404637950664,3.342476607839061,3.4466522712183996,4.001941685675038,3.239504299889754,2.6114523379803654,3.4398010412804374,3.5658669134767953
reference_195,4.250506321437142,3.605292184896343,3.6625690071124617,4.0833566369787455,3.4295602753183787,3.6613100882716227,3.4476972673018693,3.6626813371327733,3.4898685841732067,3.6044779041512154,3.568539798625946,3.642888928860605,3.6653258364197914,3.4027016860603094,3.5769903794162725,3.7146759216865477,4.042429634738297,3.551540645330549,3.3883899577200296,3.6419348646637384,3.6547438531540637
reference_196,4.251105434733018,3.804685770991976,3.8340770637761934,4.064818782256126,3.691596603456425,3.7166890675034665,3.6346737215797664,3.7705569371865666,3.60492077857533,3.7755046572160813,3.7096107583243847,3.7082360610365868,3.8196355122536034,3.5288954402718544,3.7415221225266695,3.803074080932912,4.146764170104265,3.650856384673519,3.6283786696666724,3.7171997287342067,3.864428998100281
reference_197,4.1325366057657895,3.521763792678413,3.5669484888591954,3.9044907398450377,3.5621501565748046,3.5152805441022217,3.346809555802763,3.6657203252079227,3.148043852947577,3.409420534957432,3.4788332713578938,3.601172165309608,3.627863089251731,3.236811216493249,3.4496707248544203,3.6071757709033494,3.959209806661573,3.2787589617495483,3.3130455409481527,3.4852619808722984,3.532813621042818
reference_198,4.330820888443579,3.6896241186866323,3.654238549039199,4.176164840301135,3.610486016936477,3.7466193516809634,3.385547698190163,3.4035120837552815,3.406851327120306,3.6330223299713396,3.560856744150942,3.6658812177557474,3.868571265398865,3.3778589010258506,3.691545583673503,3.700367603785796,4.260043229123949,3.6020381020393755,3.36267046993537,3.7458218842026176,3.8827597936884186
reference_199,3.70219120944636,3.9227472333004068,3.8009117371077026,4.280659171187878,3.871949367054691,3.9135452560885544,3.816691654195977,3.9919019879230446,3.6710751120055014,3.6542654998579174,3.7583417474853396,3.8513445154806973,3.9584058465996983,3.783823520122826,3.8592389685938784,3.9841281097464827,3.76694429981159,3.7825868336148396,3.71403254949503,4.002369309963312,3.8213079676594734
reference_200,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_201,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
reference_202,3.9131260902924123,3.640208031921912,3.5769854385437183,4.112683525689652,3.5378128990050834,3.549015869459387,3.502205178126032,3.7422600642928185,3.372548530368443,3.3601242061936296,3.483119691043847,3.5589633329217816,3.609220282402853,3.40771135255557,3.554831062676234,3.6845082362904145,3.753082098165056,3.3562619842857053,3.376580001991792,3.648221258779298,3.4379140222115443
